district,crime_type,year,time_of_occurrence,date_of_occurrence,police_deployed
Bangalore,arson,2020,14-06-2020 21:54,2020-06-13 22:00:00,13
Bangalore,firearm offense,2020,14-06-2020 01:44,2020-06-13 23:00:00,2
Bangalore,domestic violence,2020,15-06-2020 08:24,2020-06-14 10:00:00,10
Bangalore,traffic violation,2020,15-06-2020 15:16,2020-06-14 18:00:00,9
Bangalore,illegal possession,2020,15-06-2020 12:08,2020-06-14 23:00:00,16
Bangalore,extortion,2020,15-06-2020 19:17,2020-06-15 19:00:00,12
Bangalore,firearm offense,2020,16-06-2020 22:04,2020-06-16 07:00:00,2
Bangalore,illegal possession,2020,17-06-2020 00:25,2020-06-16 14:00:00,19
Bangalore,assault,2020,17-06-2020 19:48,2020-06-17 04:00:00,2
Bangalore,cybercrime,2020,17-06-2020 06:19,2020-06-17 06:00:00,13
Bangalore,counterfeiting,2020,18-06-2020 00:43,2020-06-17 07:00:00,3
Bangalore,shoplifting,2020,17-06-2020 13:20,2020-06-17 09:00:00,10
Bangalore,arson,2020,18-06-2020 20:22,2020-06-18 01:00:00,9
Bangalore,homicide,2020,18-06-2020 19:44,2020-06-18 09:00:00,5
Bangalore,robbery,2020,18-06-2020 13:59,2020-06-18 11:00:00,2
Bangalore,vandalism,2020,18-06-2020 20:34,2020-06-18 19:00:00,15
Bangalore,identity theft,2020,19-06-2020 08:40,2020-06-18 22:00:00,19
Bangalore,robbery,2020,19-06-2020 05:44,2020-06-18 23:00:00,2
Bangalore,robbery,2020,19-06-2020 09:42,2020-06-19 03:00:00,9
Bangalore,homicide,2020,19-06-2020 17:21,2020-06-19 05:00:00,1
Bangalore,domestic violence,2020,20-06-2020 22:12,2020-06-20 01:00:00,17
Bangalore,vandalism,2020,22-06-2020 02:02,2020-06-21 03:00:00,19
Bangalore,extortion,2020,22-06-2020 09:05,2020-06-21 18:00:00,7
Bangalore,counterfeiting,2020,22-06-2020 20:36,2020-06-21 22:00:00,19
Bangalore,arson,2020,22-06-2020 22:20,2020-06-22 04:00:00,6
Bangalore,drug offense,2020,23-06-2020 08:48,2020-06-23 03:00:00,6
Bangalore,cybercrime,2020,23-06-2020 23:04,2020-06-23 13:00:00,18
Bangalore,domestic violence,2020,24-06-2020 03:58,2020-06-23 22:00:00,18
Bangalore,assault,2020,24-06-2020 12:46,2020-06-24 08:00:00,18
Bangalore,public intoxication,2020,24-06-2020 19:09,2020-06-24 12:00:00,1
Bangalore,kidnapping,2020,25-06-2020 00:12,2020-06-24 14:00:00,9
Bangalore,traffic violation,2020,25-06-2020 11:49,2020-06-24 15:00:00,19
Bangalore,homicide,2020,26-06-2020 02:20,2020-06-25 04:00:00,3
Bangalore,shoplifting,2020,26-06-2020 04:20,2020-06-25 19:00:00,11
Bangalore,extortion,2020,26-06-2020 09:47,2020-06-25 21:00:00,2
Bangalore,extortion,2020,26-06-2020 11:00,2020-06-26 06:00:00,14
Bangalore,vandalism,2020,27-06-2020 03:35,2020-06-27 02:00:00,11
Bangalore,shoplifting,2020,27-06-2020 16:30,2020-06-27 16:00:00,16
Bangalore,kidnapping,2020,29-06-2020 00:50,2020-06-28 13:00:00,18
Bangalore,robbery,2020,29-06-2020 05:53,2020-06-28 23:00:00,13
Bangalore,homicide,2020,30-06-2020 07:52,2020-06-29 13:00:00,10
Bangalore,fraud,2020,29-06-2020 22:27,2020-06-29 14:00:00,9
Bangalore,traffic violation,2020,30-06-2020 00:30,2020-06-29 22:00:00,9
Bangalore,counterfeiting,2020,30-06-2020 19:52,2020-06-30 12:00:00,11
Bangalore,domestic violence,2020,01-07-2020 09:33,2020-06-30 15:00:00,17
Bangalore,assault,2020,01-07-2020 14:54,2020-07-01 09:00:00,12
Bangalore,illegal possession,2020,02-07-2020 09:09,2020-07-01 23:00:00,8
Bangalore,drug offense,2020,03-07-2020 07:22,2020-07-02 18:00:00,5
Bangalore,assault,2020,04-07-2020 05:18,2020-07-03 09:00:00,16
Bangalore,shoplifting,2020,04-07-2020 20:45,2020-07-04 03:00:00,4
Bangalore,illegal possession,2020,05-07-2020 06:58,2020-07-05 00:00:00,18
Bangalore,assault,2020,06-07-2020 03:49,2020-07-05 12:00:00,3
Bangalore,shoplifting,2020,05-07-2020 23:36,2020-07-05 14:00:00,3
Bangalore,assault,2020,05-07-2020 22:16,2020-07-05 15:00:00,2
Bangalore,arson,2020,06-07-2020 14:27,2020-07-06 10:00:00,15
Bangalore,identity theft,2020,07-07-2020 18:39,2020-07-07 02:00:00,3
Bangalore,shoplifting,2020,07-07-2020 16:18,2020-07-07 06:00:00,4
Bangalore,vandalism,2020,08-07-2020 08:05,2020-07-07 16:00:00,10
Bangalore,shoplifting,2020,08-07-2020 11:12,2020-07-07 19:00:00,15
Bangalore,cybercrime,2020,08-07-2020 07:36,2020-07-07 20:00:00,17
Bangalore,illegal possession,2020,08-07-2020 07:15,2020-07-07 23:00:00,7
Bangalore,illegal possession,2020,08-07-2020 05:20,2020-07-08 00:00:00,16
Bangalore,firearm offense,2020,08-07-2020 05:36,2020-07-08 05:00:00,8
Bangalore,vandalism,2020,09-07-2020 01:39,2020-07-08 13:00:00,9
Bangalore,traffic violation,2020,09-07-2020 03:17,2020-07-09 03:00:00,16
Bangalore,illegal possession,2020,10-07-2020 09:19,2020-07-09 10:00:00,5
Bangalore,identity theft,2020,10-07-2020 11:30,2020-07-10 00:00:00,8
Bangalore,burglary,2020,10-07-2020 11:00,2020-07-10 05:00:00,1
Bangalore,arson,2020,11-07-2020 11:21,2020-07-10 15:00:00,14
Bangalore,identity theft,2020,11-07-2020 14:09,2020-07-11 06:00:00,5
Bangalore,counterfeiting,2020,12-07-2020 03:59,2020-07-11 17:00:00,9
Bangalore,arson,2020,12-07-2020 11:12,2020-07-12 01:00:00,1
Bangalore,burglary,2020,13-07-2020 09:26,2020-07-12 11:00:00,18
Bangalore,burglary,2020,13-07-2020 19:35,2020-07-12 23:00:00,17
Bangalore,counterfeiting,2020,14-07-2020 15:06,2020-07-14 00:00:00,17
Bangalore,sexual assault,2020,14-07-2020 07:30,2020-07-14 02:00:00,2
Bangalore,firearm offense,2020,14-07-2020 18:35,2020-07-14 07:00:00,12
Bangalore,homicide,2020,15-07-2020 09:46,2020-07-15 02:00:00,5
Bangalore,vandalism,2020,15-07-2020 13:39,2020-07-15 03:00:00,18
Bangalore,public intoxication,2020,16-07-2020 19:05,2020-07-16 08:00:00,2
Bangalore,public intoxication,2020,17-07-2020 08:52,2020-07-16 15:00:00,3
Bangalore,domestic violence,2020,18-07-2020 13:51,2020-07-17 17:00:00,9
Bangalore,public intoxication,2020,18-07-2020 15:04,2020-07-18 05:00:00,4
Bangalore,homicide,2020,19-07-2020 01:59,2020-07-18 21:00:00,13
Bangalore,cybercrime,2020,19-07-2020 01:18,2020-07-19 00:00:00,10
Bangalore,counterfeiting,2020,20-07-2020 02:45,2020-07-19 03:00:00,13
Bangalore,homicide,2020,19-07-2020 11:41,2020-07-19 09:00:00,8
Bangalore,public intoxication,2020,20-07-2020 03:44,2020-07-19 15:00:00,18
Bangalore,arson,2020,20-07-2020 11:59,2020-07-20 00:00:00,10
Bangalore,traffic violation,2020,20-07-2020 14:04,2020-07-20 14:00:00,19
Bangalore,assault,2020,21-07-2020 14:06,2020-07-21 01:00:00,19
Bangalore,vandalism,2020,22-07-2020 01:02,2020-07-21 17:00:00,18
Bangalore,kidnapping,2020,23-07-2020 04:01,2020-07-22 05:00:00,6
Bangalore,sexual assault,2020,23-07-2020 03:33,2020-07-22 17:00:00,12
Bangalore,fraud,2020,24-07-2020 18:46,2020-07-23 19:00:00,1
Bangalore,burglary,2020,24-07-2020 22:15,2020-07-24 00:00:00,12
Bangalore,sexual assault,2020,24-07-2020 20:16,2020-07-24 14:00:00,13
Bangalore,shoplifting,2020,26-07-2020 01:45,2020-07-25 09:00:00,5
Bangalore,vandalism,2020,25-07-2020 20:47,2020-07-25 13:00:00,17
Bangalore,vandalism,2020,26-07-2020 16:30,2020-07-25 20:00:00,1
Bangalore,public intoxication,2020,27-07-2020 09:47,2020-07-26 11:00:00,12
Bangalore,domestic violence,2020,27-07-2020 01:46,2020-07-26 22:00:00,13
Bangalore,illegal possession,2020,28-07-2020 11:44,2020-07-27 20:00:00,18
Bangalore,domestic violence,2020,28-07-2020 00:40,2020-07-27 23:00:00,9
Bangalore,counterfeiting,2020,28-07-2020 20:07,2020-07-28 06:00:00,5
Bangalore,fraud,2020,29-07-2020 01:44,2020-07-28 12:00:00,1
Bangalore,identity theft,2020,29-07-2020 07:11,2020-07-28 19:00:00,2
Bangalore,shoplifting,2020,30-07-2020 16:26,2020-07-29 18:00:00,8
Bangalore,traffic violation,2020,30-07-2020 12:28,2020-07-29 20:00:00,18
Bangalore,shoplifting,2020,30-07-2020 05:45,2020-07-29 21:00:00,7
Bangalore,counterfeiting,2020,31-07-2020 15:18,2020-07-30 20:00:00,10
Bangalore,shoplifting,2020,31-07-2020 20:31,2020-07-30 23:00:00,5
Bangalore,sexual assault,2020,31-07-2020 05:02,2020-07-31 02:00:00,19
Bangalore,homicide,2020,31-07-2020 18:07,2020-07-31 06:00:00,18
Bangalore,extortion,2020,01-08-2020 08:23,2020-07-31 13:00:00,17
Bangalore,traffic violation,2020,31-07-2020 20:30,2020-07-31 15:00:00,6
Bangalore,domestic violence,2020,01-08-2020 14:31,2020-07-31 18:00:00,16
Bangalore,assault,2020,01-08-2020 16:07,2020-07-31 21:00:00,11
Bangalore,illegal possession,2020,01-08-2020 19:35,2020-08-01 05:00:00,6
Bangalore,identity theft,2020,03-08-2020 04:08,2020-08-02 21:00:00,13
Bangalore,drug offense,2020,03-08-2020 18:54,2020-08-03 02:00:00,8
Bangalore,extortion,2020,03-08-2020 09:49,2020-08-03 07:00:00,1
Bangalore,drug offense,2020,04-08-2020 00:18,2020-08-03 10:00:00,3
Bangalore,robbery,2020,04-08-2020 08:47,2020-08-03 11:00:00,8
Bangalore,vandalism,2020,04-08-2020 03:43,2020-08-04 01:00:00,9
Bangalore,cybercrime,2020,05-08-2020 06:41,2020-08-04 22:00:00,18
Bangalore,kidnapping,2020,06-08-2020 12:53,2020-08-05 19:00:00,8
Bangalore,assault,2020,07-08-2020 12:32,2020-08-06 16:00:00,1
Bangalore,vandalism,2020,07-08-2020 10:55,2020-08-07 01:00:00,8
Bangalore,homicide,2020,07-08-2020 22:24,2020-08-07 22:00:00,17
Bangalore,robbery,2020,08-08-2020 17:28,2020-08-08 16:00:00,15
Bangalore,cybercrime,2020,10-08-2020 10:38,2020-08-09 22:00:00,18
Bangalore,robbery,2020,10-08-2020 14:14,2020-08-10 04:00:00,13
Bangalore,homicide,2020,11-08-2020 02:12,2020-08-10 14:00:00,1
Bangalore,homicide,2020,11-08-2020 11:29,2020-08-11 00:00:00,5
Bangalore,assault,2020,11-08-2020 14:10,2020-08-11 10:00:00,15
Bangalore,illegal possession,2020,12-08-2020 16:33,2020-08-12 09:00:00,19
Bangalore,vehicle - stolen,2020,13-08-2020 02:46,2020-08-12 22:00:00,5
Bangalore,extortion,2020,13-08-2020 20:06,2020-08-13 06:00:00,2
Bangalore,firearm offense,2020,13-08-2020 22:37,2020-08-13 12:00:00,16
Bangalore,burglary,2020,15-08-2020 02:56,2020-08-14 12:00:00,1
Bangalore,public intoxication,2020,16-08-2020 18:08,2020-08-15 19:00:00,4
Bangalore,fraud,2020,17-08-2020 00:33,2020-08-16 22:00:00,15
Bangalore,vandalism,2020,17-08-2020 13:11,2020-08-17 08:00:00,9
Bangalore,domestic violence,2020,18-08-2020 12:52,2020-08-17 17:00:00,13
Bangalore,vandalism,2020,18-08-2020 19:45,2020-08-18 03:00:00,16
Bangalore,traffic violation,2020,18-08-2020 15:53,2020-08-18 10:00:00,17
Bangalore,domestic violence,2020,20-08-2020 19:09,2020-08-20 11:00:00,2
Bangalore,burglary,2020,20-08-2020 21:09,2020-08-20 15:00:00,5
Bangalore,homicide,2020,21-08-2020 15:57,2020-08-21 03:00:00,6
Bangalore,drug offense,2020,21-08-2020 19:18,2020-08-21 06:00:00,11
Bangalore,illegal possession,2020,21-08-2020 18:14,2020-08-21 09:00:00,1
Bangalore,burglary,2020,22-08-2020 08:52,2020-08-21 11:00:00,8
Bangalore,traffic violation,2020,22-08-2020 06:35,2020-08-21 17:00:00,6
Bangalore,illegal possession,2020,22-08-2020 11:19,2020-08-22 10:00:00,2
Bangalore,traffic violation,2020,23-08-2020 00:53,2020-08-22 19:00:00,7
Bangalore,drug offense,2020,23-08-2020 21:02,2020-08-22 23:00:00,15
Bangalore,fraud,2020,23-08-2020 22:31,2020-08-23 08:00:00,11
Bangalore,arson,2020,23-08-2020 23:12,2020-08-23 14:00:00,13
Bangalore,public intoxication,2020,24-08-2020 04:12,2020-08-24 02:00:00,7
Bangalore,domestic violence,2020,26-08-2020 04:02,2020-08-25 07:00:00,5
Bangalore,kidnapping,2020,26-08-2020 00:07,2020-08-25 08:00:00,10
Bangalore,kidnapping,2020,25-08-2020 18:24,2020-08-25 18:00:00,19
Bangalore,fraud,2020,26-08-2020 17:23,2020-08-26 10:00:00,11
Bangalore,sexual assault,2020,27-08-2020 06:13,2020-08-26 11:00:00,12
Bangalore,fraud,2020,26-08-2020 16:57,2020-08-26 13:00:00,8
Bangalore,vandalism,2020,27-08-2020 02:01,2020-08-26 17:00:00,4
Bangalore,domestic violence,2020,28-08-2020 18:13,2020-08-28 13:00:00,15
Bangalore,identity theft,2020,29-08-2020 12:50,2020-08-28 15:00:00,6
Bangalore,counterfeiting,2020,29-08-2020 20:49,2020-08-29 04:00:00,11
Bangalore,fraud,2020,30-08-2020 08:31,2020-08-29 12:00:00,7
Bangalore,firearm offense,2020,30-08-2020 06:36,2020-08-29 21:00:00,17
Bangalore,extortion,2020,31-08-2020 04:22,2020-08-31 04:00:00,16
Bangalore,assault,2020,01-09-2020 02:36,2020-08-31 15:00:00,3
Bangalore,fraud,2020,01-09-2020 05:42,2020-08-31 16:00:00,1
Bangalore,kidnapping,2020,31-08-2020 22:01,2020-08-31 17:00:00,9
Bangalore,firearm offense,2020,01-09-2020 19:58,2020-08-31 21:00:00,1
Bangalore,drug offense,2020,01-09-2020 17:52,2020-08-31 23:00:00,19
Bangalore,fraud,2020,01-09-2020 09:49,2020-09-01 01:00:00,19
Bangalore,vandalism,2020,02-09-2020 01:37,2020-09-01 15:00:00,16
Bangalore,extortion,2020,02-09-2020 16:11,2020-09-01 18:00:00,13
Bangalore,identity theft,2020,01-09-2020 23:24,2020-09-01 21:00:00,7
Bangalore,illegal possession,2020,02-09-2020 15:20,2020-09-02 12:00:00,15
Bangalore,assault,2020,02-09-2020 16:39,2020-09-02 16:00:00,6
Bangalore,identity theft,2020,03-09-2020 04:06,2020-09-02 22:00:00,9
Bangalore,burglary,2020,03-09-2020 14:41,2020-09-03 13:00:00,10
Bangalore,illegal possession,2020,05-09-2020 00:17,2020-09-04 02:00:00,19
Bangalore,public intoxication,2020,04-09-2020 20:25,2020-09-04 10:00:00,9
Bangalore,extortion,2020,06-09-2020 05:12,2020-09-05 11:00:00,13
Bangalore,shoplifting,2020,05-09-2020 19:11,2020-09-05 15:00:00,18
Bangalore,extortion,2020,06-09-2020 09:46,2020-09-05 16:00:00,2
Bangalore,extortion,2020,06-09-2020 03:28,2020-09-06 00:00:00,15
Bangalore,vandalism,2020,06-09-2020 21:33,2020-09-06 02:00:00,8
Bangalore,identity theft,2020,06-09-2020 22:09,2020-09-06 13:00:00,15
Bangalore,assault,2020,07-09-2020 15:54,2020-09-06 18:00:00,4
Bangalore,traffic violation,2020,07-09-2020 21:31,2020-09-07 04:00:00,9
Bangalore,robbery,2020,08-09-2020 20:17,2020-09-08 07:00:00,1
Bangalore,counterfeiting,2020,09-09-2020 14:28,2020-09-08 19:00:00,13
Bangalore,vehicle - stolen,2020,09-09-2020 18:02,2020-09-09 04:00:00,3
Bangalore,burglary,2020,10-09-2020 17:27,2020-09-09 19:00:00,19
Bangalore,traffic violation,2020,11-09-2020 09:34,2020-09-11 00:00:00,7
Bangalore,drug offense,2020,11-09-2020 23:19,2020-09-11 07:00:00,8
Bangalore,identity theft,2020,11-09-2020 21:44,2020-09-11 10:00:00,12
Bangalore,kidnapping,2020,11-09-2020 12:00,2020-09-11 12:00:00,15
Bangalore,vehicle - stolen,2020,13-09-2020 00:57,2020-09-12 04:00:00,2
Bangalore,kidnapping,2020,13-09-2020 16:43,2020-09-12 20:00:00,3
Bangalore,traffic violation,2020,13-09-2020 20:00,2020-09-13 02:00:00,4
Bangalore,drug offense,2020,15-09-2020 12:22,2020-09-14 13:00:00,3
Bangalore,extortion,2020,15-09-2020 01:43,2020-09-14 19:00:00,11
Bangalore,assault,2020,15-09-2020 11:29,2020-09-15 00:00:00,9
Bangalore,illegal possession,2020,17-09-2020 09:35,2020-09-16 18:00:00,7
Bangalore,shoplifting,2020,17-09-2020 07:12,2020-09-16 20:00:00,10
Bangalore,shoplifting,2020,17-09-2020 15:47,2020-09-16 23:00:00,17
Bangalore,public intoxication,2020,17-09-2020 03:45,2020-09-17 03:00:00,8
Bangalore,cybercrime,2020,18-09-2020 00:25,2020-09-17 10:00:00,5
Bangalore,kidnapping,2020,18-09-2020 07:29,2020-09-17 13:00:00,18
Bangalore,arson,2020,18-09-2020 04:24,2020-09-17 17:00:00,2
Bangalore,drug offense,2020,18-09-2020 15:58,2020-09-18 12:00:00,14
Bangalore,traffic violation,2020,19-09-2020 04:46,2020-09-18 13:00:00,11
Bangalore,robbery,2020,20-09-2020 14:21,2020-09-20 10:00:00,14
Bangalore,assault,2020,20-09-2020 20:15,2020-09-20 16:00:00,7
Bangalore,assault,2020,22-09-2020 14:11,2020-09-21 23:00:00,17
Bangalore,drug offense,2020,23-09-2020 05:42,2020-09-22 15:00:00,3
Bangalore,identity theft,2020,22-09-2020 18:43,2020-09-22 16:00:00,11
Bangalore,counterfeiting,2020,22-09-2020 23:48,2020-09-22 20:00:00,4
Bangalore,shoplifting,2020,23-09-2020 10:45,2020-09-23 01:00:00,4
Bangalore,vandalism,2020,24-09-2020 05:32,2020-09-24 02:00:00,11
Bangalore,public intoxication,2020,24-09-2020 21:43,2020-09-24 15:00:00,17
Bangalore,identity theft,2020,25-09-2020 19:43,2020-09-25 01:00:00,19
Bangalore,extortion,2020,27-09-2020 04:26,2020-09-26 06:00:00,17
Bangalore,cybercrime,2020,26-09-2020 11:04,2020-09-26 10:00:00,15
Bangalore,firearm offense,2020,29-09-2020 01:16,2020-09-28 08:00:00,11
Bangalore,cybercrime,2020,28-09-2020 11:06,2020-09-28 10:00:00,16
Bangalore,kidnapping,2020,29-09-2020 03:12,2020-09-28 15:00:00,11
Bangalore,drug offense,2020,29-09-2020 18:18,2020-09-29 09:00:00,3
Bangalore,illegal possession,2020,30-09-2020 00:47,2020-09-29 11:00:00,17
Bangalore,shoplifting,2020,30-09-2020 19:38,2020-09-29 21:00:00,13
Bangalore,counterfeiting,2020,30-09-2020 20:29,2020-09-29 23:00:00,6
Bangalore,traffic violation,2020,30-09-2020 04:21,2020-09-30 00:00:00,11
Bangalore,cybercrime,2020,30-09-2020 12:07,2020-09-30 04:00:00,17
Bangalore,vandalism,2020,03-10-2020 03:36,2020-10-02 05:00:00,17
Bangalore,domestic violence,2020,03-10-2020 07:31,2020-10-03 04:00:00,9
Bangalore,counterfeiting,2020,04-10-2020 00:01,2020-10-03 14:00:00,16
Bangalore,robbery,2020,04-10-2020 21:25,2020-10-03 22:00:00,1
Bangalore,burglary,2020,04-10-2020 20:32,2020-10-04 00:00:00,12
Bangalore,drug offense,2020,04-10-2020 22:58,2020-10-04 12:00:00,18
Bangalore,firearm offense,2020,04-10-2020 14:35,2020-10-04 14:00:00,2
Bangalore,assault,2020,05-10-2020 15:08,2020-10-04 20:00:00,14
Bangalore,public intoxication,2020,05-10-2020 14:24,2020-10-04 21:00:00,14
Bangalore,robbery,2020,05-10-2020 16:30,2020-10-05 00:00:00,15
Bangalore,burglary,2020,07-10-2020 09:29,2020-10-06 20:00:00,12
Bangalore,identity theft,2020,08-10-2020 00:47,2020-10-07 02:00:00,17
Bangalore,homicide,2020,08-10-2020 03:08,2020-10-07 04:00:00,5
Bangalore,counterfeiting,2020,09-10-2020 05:02,2020-10-08 14:00:00,10
Bangalore,kidnapping,2020,09-10-2020 03:38,2020-10-08 18:00:00,3
Bangalore,vandalism,2020,09-10-2020 00:17,2020-10-08 23:00:00,15
Bangalore,sexual assault,2020,10-10-2020 06:01,2020-10-09 11:00:00,15
Bangalore,identity theft,2020,10-10-2020 14:54,2020-10-09 16:00:00,18
Bangalore,sexual assault,2020,10-10-2020 05:11,2020-10-10 02:00:00,10
Bangalore,domestic violence,2020,10-10-2020 14:09,2020-10-10 03:00:00,16
Bangalore,illegal possession,2020,11-10-2020 03:18,2020-10-10 11:00:00,9
Bangalore,illegal possession,2020,11-10-2020 15:25,2020-10-11 02:00:00,2
Bangalore,sexual assault,2020,11-10-2020 16:22,2020-10-11 10:00:00,10
Bangalore,burglary,2020,13-10-2020 05:09,2020-10-12 10:00:00,15
Bangalore,extortion,2020,13-10-2020 15:38,2020-10-13 11:00:00,16
Bangalore,drug offense,2020,13-10-2020 20:17,2020-10-13 13:00:00,9
Bangalore,homicide,2020,14-10-2020 09:35,2020-10-13 17:00:00,5
Bangalore,burglary,2020,15-10-2020 14:25,2020-10-14 19:00:00,11
Bangalore,vehicle - stolen,2020,16-10-2020 14:17,2020-10-16 00:00:00,7
Bangalore,fraud,2020,16-10-2020 08:46,2020-10-16 06:00:00,19
Bangalore,vehicle - stolen,2020,17-10-2020 13:56,2020-10-16 21:00:00,16
Bangalore,burglary,2020,18-10-2020 00:46,2020-10-17 01:00:00,8
Bangalore,burglary,2020,17-10-2020 13:26,2020-10-17 08:00:00,6
Bangalore,sexual assault,2020,17-10-2020 14:11,2020-10-17 14:00:00,3
Bangalore,assault,2020,17-10-2020 20:17,2020-10-17 16:00:00,10
Bangalore,identity theft,2020,18-10-2020 03:55,2020-10-18 00:00:00,19
Bangalore,vandalism,2020,18-10-2020 11:23,2020-10-18 01:00:00,13
Bangalore,traffic violation,2020,18-10-2020 22:45,2020-10-18 06:00:00,2
Bangalore,extortion,2020,19-10-2020 00:07,2020-10-18 18:00:00,12
Bangalore,shoplifting,2020,19-10-2020 11:01,2020-10-19 10:00:00,7
Bangalore,cybercrime,2020,20-10-2020 13:44,2020-10-20 01:00:00,16
Bangalore,traffic violation,2020,21-10-2020 14:36,2020-10-20 15:00:00,6
Bangalore,vehicle - stolen,2020,21-10-2020 03:33,2020-10-20 18:00:00,9
Bangalore,public intoxication,2020,20-10-2020 21:02,2020-10-20 19:00:00,1
Bangalore,homicide,2020,22-10-2020 05:55,2020-10-21 07:00:00,11
Bangalore,drug offense,2020,22-10-2020 12:51,2020-10-22 11:00:00,19
Bangalore,identity theft,2020,23-10-2020 14:18,2020-10-22 19:00:00,16
Bangalore,assault,2020,24-10-2020 21:58,2020-10-23 23:00:00,1
Bangalore,kidnapping,2020,24-10-2020 03:56,2020-10-24 02:00:00,7
Bangalore,extortion,2020,24-10-2020 15:47,2020-10-24 13:00:00,5
Bangalore,cybercrime,2020,24-10-2020 20:34,2020-10-24 17:00:00,18
Bangalore,burglary,2020,25-10-2020 15:39,2020-10-25 10:00:00,4
Bangalore,public intoxication,2020,26-10-2020 13:34,2020-10-25 18:00:00,8
Bangalore,domestic violence,2020,27-10-2020 04:28,2020-10-26 23:00:00,4
Bangalore,identity theft,2020,27-10-2020 03:54,2020-10-27 03:00:00,18
Bangalore,vandalism,2020,27-10-2020 10:13,2020-10-27 05:00:00,2
Bangalore,robbery,2020,27-10-2020 14:16,2020-10-27 12:00:00,6
Bangalore,sexual assault,2020,28-10-2020 08:13,2020-10-27 18:00:00,12
Bangalore,assault,2020,28-10-2020 04:04,2020-10-28 02:00:00,1
Bangalore,assault,2020,28-10-2020 05:52,2020-10-28 04:00:00,16
Bangalore,firearm offense,2020,29-10-2020 01:24,2020-10-28 09:00:00,12
Bangalore,drug offense,2020,28-10-2020 19:16,2020-10-28 16:00:00,14
Bangalore,homicide,2020,29-10-2020 16:09,2020-10-29 00:00:00,12
Bangalore,domestic violence,2020,30-10-2020 13:43,2020-10-30 02:00:00,2
Bangalore,firearm offense,2020,31-10-2020 04:26,2020-10-30 21:00:00,17
Bangalore,homicide,2020,31-10-2020 18:16,2020-10-31 13:00:00,1
Bangalore,kidnapping,2020,02-11-2020 03:14,2020-11-01 07:00:00,5
Bangalore,homicide,2020,02-11-2020 02:28,2020-11-01 16:00:00,3
Bangalore,shoplifting,2020,03-11-2020 09:22,2020-11-02 18:00:00,12
Bangalore,counterfeiting,2020,03-11-2020 02:58,2020-11-03 02:00:00,12
Bangalore,cybercrime,2020,04-11-2020 06:08,2020-11-03 09:00:00,8
Bangalore,shoplifting,2020,03-11-2020 15:16,2020-11-03 11:00:00,17
Bangalore,robbery,2020,05-11-2020 02:05,2020-11-04 05:00:00,6
Bangalore,robbery,2020,05-11-2020 06:21,2020-11-04 21:00:00,13
Bangalore,homicide,2020,06-11-2020 06:14,2020-11-05 07:00:00,15
Bangalore,domestic violence,2020,06-11-2020 05:19,2020-11-05 18:00:00,11
Bangalore,burglary,2020,05-11-2020 22:10,2020-11-05 19:00:00,19
Bangalore,cybercrime,2020,06-11-2020 04:44,2020-11-05 21:00:00,8
Bangalore,identity theft,2020,06-11-2020 22:54,2020-11-06 05:00:00,6
Bangalore,robbery,2020,07-11-2020 15:20,2020-11-06 22:00:00,18
Bangalore,robbery,2020,08-11-2020 10:46,2020-11-07 22:00:00,15
Bangalore,identity theft,2020,08-11-2020 21:18,2020-11-08 00:00:00,13
Bangalore,assault,2020,08-11-2020 14:47,2020-11-08 11:00:00,19
Bangalore,public intoxication,2020,09-11-2020 14:59,2020-11-08 19:00:00,10
Bangalore,burglary,2020,09-11-2020 23:04,2020-11-09 03:00:00,1
